Wins,Public Favor,Survived,Allegiance Network_Strong
14,0.9245390417183784,True,1
5,0.5083304258358545,False,0
8,0.618376831662837,False,0
11,0.945804049056026,True,1
7,0.6653300574787229,False,0
5,0.5823090283327201,False,0
5,0.526196591330219,False,1
16,1.0008132449273843,True,1
7,0.6800936218123432,True,0
6,0.6422515291028572,True,1
4,0.5526218439536303,False,0
8,0.5450608566383441,False,0
2,0.4966087361132916,False,1
18,0.8968545182437221,True,1
3,0.4713738523386798,False,0
8,0.6126738371045425,True,1
3,0.5338142090582916,False,1
7,0.7393122725779671,True,1
7,0.8460214378850119,True,1
5,0.5158675332341123,False,0
6,0.655260907885242,False,1
6,0.5876595239293347,False,0
7,0.4428230910675355,True,1
7,0.6353198225191806,False,1
10,0.673789452231853,True,1
3,0.535608844801684,False,0
3,0.5206450683927505,False,0
3,0.4004871803344287,False,0
7,0.6556067610509034,False,0
5,0.4260293781937577,False,0
5,0.6806155049946904,True,0
5,0.6466458267620885,True,1
13,0.7207596417632331,True,1
3,0.6251839607355696,False,0
2,0.5597772482000434,False,0
14,0.7539760217636104,False,1
6,0.6135654419996291,False,0
10,0.7093506256746618,False,1
5,0.5534017144582746,True,0
6,0.6041540674744639,False,0
4,0.6135766677449211,True,1
6,0.6318742320283512,False,1
9,0.6479443366624751,False,1
3,0.4908926688513816,False,0
9,0.7964371452033672,True,1
7,0.5772546201808992,True,1
4,0.4787696548071079,False,0
4,0.5731896694755367,False,0
10,0.7371082447957626,True,1
10,0.7481131207969065,True,1
4,0.6900104261339786,True,1
12,0.941371513312247,True,1
5,0.5990597904602273,False,0
5,0.6055700390337255,False,1
8,0.6550829888870731,False,0
5,0.5466131904670585,True,0
13,0.83785100840209,True,1
9,0.8938307240283974,False,1
10,0.8601443679474584,True,1
8,0.6764346927640101,True,1
2,0.46147523033239,False,0
9,0.7804599726885306,True,1
7,0.4922606356297288,False,0
10,0.8431979040089961,True,1
6,0.557931137967441,False,0
6,0.6733955124733721,False,0
12,0.900741959124255,False,1
9,0.7310865090453242,False,1
3,0.3668836299598747,False,0
15,0.8713793457853268,True,1
5,0.6466845278548388,True,0
5,0.4982430561715095,False,1
9,0.9088635402340808,True,1
14,0.8745045383626944,True,1
5,0.6312195859155435,False,1
8,0.7133637931659593,True,1
8,0.6596655150669327,False,0
8,0.6716603751802629,True,1
10,0.8493638431493195,True,1
12,0.779405836543303,True,1
6,0.6853926632661337,True,1
12,0.9650096574387108,True,1
9,0.7114875389205486,False,1
11,0.7697303336729815,True,1
9,0.840605913520694,False,1
6,0.6679019670951,False,0
5,0.5480558507991362,False,1
13,0.902612896575312,True,1
10,0.6524892805150484,False,1
10,0.8471920246605599,True,1
6,0.6460266527652123,True,1
7,0.7561202390129897,True,1
10,0.7714312150905186,True,1
13,0.8922946171428079,True,1
7,0.6205768932874943,True,0
6,0.6533328999605281,True,1
5,0.6833542043805205,False,0
4,0.6261220777646177,True,1
10,0.7849211562190449,True,1
7,0.7188040764404522,True,1
6,0.5625517361820673,True,1
13,0.7649078360074802,True,1
10,0.633732012637008,False,0
9,0.6230992155430131,True,1
8,0.7918358168345949,True,1
7,0.6306425150372806,True,0
10,0.7808193577323684,True,1
5,0.4735741636105898,False,0
13,0.8382904786203257,False,1
14,0.9172090906777536,False,1
8,0.7274740183810793,False,1
5,0.5835710737283226,True,0
10,0.5407156148611477,False,1
3,0.5462579663174976,False,0
8,0.5705170996349672,True,1
13,0.7988735172905492,True,1
15,0.8321287633899607,True,1
18,0.8932056561604513,True,1
2,0.4874389528356045,False,0
10,0.6853137593753357,False,0
8,0.8657350449811404,True,1
6,0.5177243487600083,False,0
11,0.7489721753521502,True,1
6,0.5016865825884984,True,1
7,0.6611170792384082,False,0
6,0.7502856765943998,True,1
11,0.8921297275650113,True,1
5,0.6922302153290933,False,0
14,0.6485697019487908,False,0
10,0.7148542690629163,True,1
5,0.5769902151550361,False,0
10,0.891727697289844,True,1
9,0.7270397503785485,True,1
15,0.9638388902346744,False,1
8,0.7263341751968114,False,1
13,0.7960323297092202,False,1
1,0.5031456504707101,False,1
9,0.7380912441937566,False,1
8,0.8217408237616672,True,1
8,0.5992906699203141,False,0
8,0.807107148267319,True,1
10,0.7897751727433332,True,1
11,0.890496037790972,True,1
2,0.4893155386110669,False,1
8,0.609199929501854,True,0
7,0.5092141296769573,True,1
11,0.7095941011615435,True,1
5,0.5518224224274458,True,0
6,0.6650616010035338,True,0
7,0.562136922453545,True,0
7,0.791859919285592,True,1
14,0.9044030874038168,True,1
5,0.6785410533963362,True,0
9,0.7276660973817654,True,1
6,0.5387580752406224,True,1
9,0.6944358352314719,True,1
8,0.7511649141171642,True,1
12,0.7984218665412393,False,1
9,0.5488896609376285,False,0
2,0.5327584500216632,False,1
6,0.5864881065477381,True,0
10,0.7781611486874026,True,1
5,0.6537502082855443,True,1
7,0.6889034913069014,True,1
5,0.7455499984315628,True,1
5,0.5558857024980275,False,1
8,0.6634301608393802,True,0
8,0.6747608237680202,False,0
9,0.8164798398635585,True,1
6,0.5554706254501967,False,1
10,0.6667993479537349,True,0
5,0.6558484095662909,False,0
3,0.5313285821893615,False,0
4,0.4712419024464903,False,0
12,0.7294184946329981,True,1
9,0.8295946845763186,True,1
8,0.6926569774519771,False,0
8,0.7503527378303771,False,1
9,0.7122514572249017,True,1
4,0.5789543205958528,False,0
8,0.6863569822942976,True,1
4,0.5536469255938883,False,0
4,0.6648873055720733,False,0
6,0.4978396219853904,False,0
4,0.547281792295181,False,1
3,0.5858652700751659,False,0
3,0.5183025936880379,False,0
8,0.6813667017131254,False,0
5,0.4418310620823705,False,0
9,0.6121839283399987,True,1
10,0.9193514479007198,True,1
8,0.7936593276868688,False,1
7,0.7686435141011533,True,1
4,0.5907934148014823,False,0
5,0.6281553288565995,False,0
3,0.6471289498947594,False,1
2,0.4544896176536267,False,1
6,0.5380625514126405,False,1
8,0.636877452692253,True,1
5,0.6277959230955802,False,0
15,0.8867370920493018,True,1
8,0.8070558823332362,True,1
5,0.5942782949882564,False,0
8,0.646516766537944,True,0
12,0.8371086242626937,True,1
2,0.450121551928633,False,0
6,0.6504496507904522,False,0
15,0.8724723848271135,True,1
5,0.6687015267034584,True,0
9,0.7703445775466248,True,1
5,0.6881596961779465,True,1
10,0.8679991876025122,True,1
22,0.9891905260071742,True,1
6,0.7481877582622978,True,1
9,0.6084329238817496,False,0
5,0.6302159979982663,False,0
6,0.6131515597248126,False,0
7,0.8187521392735583,True,1
2,0.5454984271993208,False,0
7,0.6532606829177293,False,1
11,1.0643128445340884,True,1
7,0.7785369556643391,True,1
15,0.9129363526007082,False,1
13,0.683460479506469,False,0
6,0.6623643119491782,True,0
14,0.8648413611800491,True,1
12,0.8529488903454638,True,1
8,0.7806756342115978,False,1
4,0.626137235934549,False,0
10,0.8358229267095071,True,1
8,0.7209122938525016,True,1
14,0.923176925169189,False,1
13,0.9278458331179276,True,1
10,0.6370148162263435,False,0
8,0.6472729316528424,False,0
8,0.7190210723330392,True,1
7,0.6073389325270742,False,0
11,0.90448020651634,True,1
6,0.6194816847445721,True,0
10,0.6895900389993904,False,0
5,0.5910380428716903,True,0
6,0.6329000437843454,True,0
7,0.6344317459865856,False,1
5,0.4987341073000365,False,0
9,0.7553647578674366,True,1
13,0.934420962730376,True,1
0,0.453617802049315,False,0
6,0.8350287335707067,True,1
8,0.7718202182562388,False,1
12,0.8471688089081868,True,1
11,0.8591729826494341,True,1
7,0.5875239190455792,False,0
17,0.7335546000891454,False,1
9,0.5750520445205252,False,0
2,0.5370779243002521,False,0
4,0.6042395706201651,True,0
4,0.6375797810247246,False,0
8,0.7068711844748812,True,1
4,0.4623579113012062,False,0
1,0.4430047644479459,False,0
9,0.9117663940856096,True,1
13,0.750739135092809,False,1
7,0.666866805108079,True,1
9,0.8542837729618346,True,1
6,0.5928231612438317,True,0
5,0.5136255727679307,True,1
3,0.4521703000974872,False,0
11,0.6405124603476099,False,0
9,0.7734573124935733,True,1
6,0.5891222896412112,False,0
7,0.6450240136762906,True,0
4,0.602090301281517,False,0
12,0.8140359927274665,True,1
8,0.7891517752492209,True,1
3,0.5422339116433931,False,0
6,0.7294856487724711,False,1
4,0.5843490981655044,False,1
9,0.7958095239831876,True,1
7,0.6939798165353882,False,0
8,0.7779902407164605,True,1
10,0.9224733076484076,True,1
4,0.5206683170177417,True,0
9,0.8281553400877516,True,1
5,0.5118583830531596,False,0
5,0.5665913846260828,True,0
13,0.9236120508909492,True,1
4,0.5666546489771013,False,0
9,0.7988851470566648,True,1
6,0.6390825185820272,True,0
8,0.8392406158498928,True,1
9,0.8782677674632264,True,1
8,0.7723616496544109,True,1
7,0.7942834222015062,False,1
17,0.8194008988022846,True,1
7,0.7346625741183448,True,1
16,0.9347123886058668,True,1
14,0.8537029781237373,False,1
9,0.9155135384162348,True,1
3,0.5637139195826528,False,0
11,0.8244028493926303,True,1
4,0.6595214405033023,False,0
8,0.8640352652967981,True,1
20,0.9709637359117737,True,1
6,0.7784126864764972,True,1
6,0.6351352103029185,True,0
7,0.4839884263221389,False,0
9,0.6191635996405361,True,1
6,0.768596059510977,True,1
6,0.5500249432340175,False,1
6,0.6803658811005258,True,0
7,0.5904782059260023,True,1
3,0.4893070217838758,False,0
7,0.7300410881919462,True,1
5,0.6884629175507457,False,0
6,0.559720488050682,True,1
9,0.7775244271803191,True,1
8,0.7990145012424621,False,1
8,0.8079162676778747,True,1
9,0.5223575604391089,True,1
4,0.4948711615881939,False,0
10,0.7170238851999674,True,1
13,0.9394204794291048,False,1
16,0.8452042145372999,True,1
9,0.7021467199172209,False,1
5,0.3800937372824006,False,0
5,0.5921482445797468,False,0
8,0.715124997848331,True,1
9,0.5222993078946335,True,1
5,0.581453883213851,False,0
7,0.6933363021417202,False,1
3,0.4573387523013089,False,0
10,0.9660571369837134,True,1
11,0.9473573406345168,True,1
3,0.5019224485594032,False,0
11,0.9493156442657704,True,1
7,0.5706724730188701,False,0
14,0.946922713154326,True,1
5,0.5481479198435181,False,1
10,0.8700705794693352,False,1
8,0.8969718298975055,True,1
7,0.7941497362851757,True,1
13,0.7504024507684074,True,1
4,0.575864951282873,False,1
6,0.6997968916061,False,0
5,0.5794223318993703,False,1
8,0.5826164429082852,False,0
5,0.6045319071839423,False,1
2,0.3825617433500896,False,0
2,0.4879237692231778,False,0
7,0.6748806272699847,False,0
20,0.8842139281962292,True,1
6,0.6708140957960016,True,0
5,0.6006823044231334,True,0
8,0.6524943073755476,True,0
11,0.865446912681146,True,1
7,0.5732721691954004,False,0
13,0.8973843519467523,True,1
8,0.7518229432527334,True,1
5,0.624884848607649,False,0
11,0.6940058486137197,True,0
4,0.4781751015661353,False,0
11,0.6955538792965883,True,0
4,0.584442893274556,False,0
15,0.92028856447049,True,1
14,0.7632636922184318,False,1
5,0.6140797666370519,True,1
8,0.6882570702745666,True,0
7,0.7285565723244767,True,1
6,0.6122516570128645,False,1
11,0.7886639280893692,False,1
15,0.9652375424000172,True,1
5,0.680959065629097,False,1
11,0.9081150254980224,True,1
3,0.4457411328349812,False,1
10,0.823673649569538,True,1
8,0.6945963174805567,True,0
7,0.7581588065686777,True,1
5,0.5463744960625748,True,0
10,0.9107201499987252,False,1
10,0.8151190665607567,True,1
4,0.4953081821258864,False,0
6,0.5201265188044315,False,0
9,0.7510524356465453,False,1
5,0.5680968176406255,True,1
2,0.4090655008894432,False,0
4,0.4861764313174757,False,0
9,0.705502970860591,False,1
3,0.4573589837935676,False,1
12,0.8052834763045565,True,1
8,0.8524877498624563,True,1
14,0.915605294140078,True,1
12,0.7386055553121015,False,1
9,0.681124339300988,True,0
2,0.464069452043886,False,1
4,0.5132048572074311,False,0
6,0.6016700467246323,True,0
9,0.8165623831853356,False,1
9,0.7633805140426361,True,1
11,0.6531292427092209,False,0
7,0.7080968088410303,True,1
5,0.6872380529626738,True,0
4,0.5500164954535713,False,0
4,0.5320807709661681,True,1
10,0.6654958565918379,False,1
10,0.8787426840702244,True,1
15,0.9512822726344174,True,1
7,0.6038146210310156,False,0
7,0.7000501117286245,False,1
8,0.6325386628509676,True,0
6,0.6482288890345896,True,0
9,0.9048446736756476,False,1
8,0.7273694775632333,False,1
13,0.89544762589245,True,1
8,0.9326910937050557,True,1
3,0.5350457549858383,False,0
3,0.6417275864320554,True,1
3,0.455599979559062,False,0
9,0.9711007498282476,True,1
4,0.6133980167844016,False,0
1,0.4470828041107366,False,0
9,0.8282341048821713,True,1
15,0.8131566481408797,False,1
5,0.4780696335028251,False,0
5,0.651390497870056,True,1
12,0.6239539073805451,False,0
10,0.7569000508932114,True,1
6,0.8230702958140578,True,1
9,0.7451381357027135,True,1
8,0.7451679174668769,False,1
10,0.7960948071502609,True,1
4,0.5831585373648961,False,0
8,0.63449500572232,False,0
7,0.6349247515876978,False,1
12,0.930511833844387,False,1
8,0.7296628224905244,False,1
16,0.84932973745985,True,1
6,0.5817723772711763,False,1
13,0.8567230820175968,True,1
15,0.9002335908700136,True,1
11,0.828610339666721,True,1
11,0.5833852880701028,False,0
5,0.4739323024301116,True,1
11,0.7111495467111161,False,1
6,0.5694493195366159,True,1
6,0.5290289607718386,False,0
12,0.5900052524372065,False,0
6,0.5387899785350819,False,0
10,0.7522630512483373,False,1
3,0.4895685057453873,False,1
8,0.848475621313845,True,1
10,0.9277113003760452,True,1
10,0.9806714987661904,True,1
9,0.8982986416391745,True,1
11,0.997516541920282,True,1
10,0.8829225841018508,True,1
2,0.5177433225190367,False,0
18,0.8426799419566191,True,1
8,0.554426358719255,True,0
8,0.8452712159579879,True,1
10,0.8393895266800595,True,1
5,0.653145456145138,False,0
4,0.6113700804210346,True,0
6,0.7109426607250252,False,1
8,0.6911503875149918,True,0
5,0.6317917750582018,False,0
5,0.527895494121512,False,1
14,0.8174688424002791,False,1
14,0.9278075386847676,True,1
5,0.7088084299766659,False,1
13,0.77004891048613,True,1
9,0.6470053817356367,True,0
8,0.8285618246677418,True,1
6,0.587840032181842,False,0
6,0.6167770711984727,True,1
10,0.6915211200976256,True,0
4,0.4356955153306839,True,0
5,0.6972545044242046,False,0
5,0.5231798722573038,False,0
11,0.8720797712469747,True,1
5,0.6537924171480028,True,1
11,0.8514014113149297,False,1
6,0.6461128262247078,False,0
4,0.6708168587330573,False,0
5,0.5640253271744824,True,0
3,0.6026557385517741,False,0
7,0.680115961770146,True,0
4,0.6315648789512757,True,1
7,0.6120586988188949,False,0
8,0.6956277305972015,True,0
7,0.6566733065498603,False,0
5,0.6029547451252493,False,1
6,0.7934513391780555,True,1
6,0.6450207549082324,False,1
10,0.6568187167830299,False,0
7,0.6474713457915248,True,1
0,0.3392158672479093,False,1
10,0.7224537316068075,True,1
4,0.5211837033857372,False,1
4,0.6704398877244321,False,1
4,0.6302720159707474,False,0
7,0.7019173852178837,True,1
10,0.593747625216204,False,1
8,0.6265804126403585,False,0
8,0.5480331797306928,True,0
4,0.5922276667252246,False,0
7,0.8403001475538334,True,1
7,0.7972741745408938,True,1
5,0.5683247977179943,False,0
7,0.7159010771903223,True,1
7,0.6595283961765303,True,1
4,0.6110979128071657,False,0
5,0.7044520158433125,False,1
10,0.7681859685548543,True,1
3,0.4604886751690583,False,0
16,0.7809739320169063,False,1
13,0.6967582800515957,False,0
8,0.7445362961470139,True,1
4,0.5502321640485868,False,1
4,0.5224650931574221,False,0
2,0.51300872049974,False,1
9,0.8086076019666524,True,1
4,0.4404384594091726,False,0
3,0.5532874996852175,False,0
4,0.5135178378439887,True,1
9,0.8024838853333781,True,1
5,0.4680375718480259,False,0
9,0.682310766343543,True,0
11,0.6907508625146433,False,0
5,0.5880399472251683,False,0
10,0.8569470906679004,True,1
8,0.5940742519629024,True,1
9,0.592599268697111,True,1
4,0.5328448833049062,False,0
4,0.5126931720652964,False,0
8,0.742160028926136,True,1
12,0.8742944673389534,True,1
10,0.7602987885571573,True,1
17,0.6212612486091158,True,1
7,0.5870505080651659,True,0
10,0.7433967628246624,False,1
8,0.7405937034948651,True,1
7,0.6580434266219767,True,1
11,0.6180149434677669,False,0
12,0.9217262996757462,True,1
8,0.7041272332276716,True,1
9,0.608342533338823,False,0
5,0.5579111959628383,False,0
9,0.7444662220971799,True,1
6,0.5519106298468699,False,0
4,0.5694471945706351,False,1
11,0.7764512250846245,False,1
8,0.7765626080974354,True,1
9,0.7438684817379353,True,1
7,0.7793840938505286,False,1
6,0.6002049722910896,False,1
3,0.5910906400697368,False,1
7,0.8477352707343401,False,1
6,0.6465079210418483,True,1
5,0.6146987417767982,True,1
8,0.7913599118690228,False,1
12,1.0306816176050515,True,1
6,0.5797164733461723,False,1
7,0.6064609589411417,False,0
11,0.9526674710851224,True,1
8,0.7068129403339218,True,1
6,0.6630902040275406,False,0
6,0.5443145939619611,True,0
8,0.5475678007739987,True,1
5,0.6338975913395373,False,0
14,0.9523491137293756,True,1
10,0.7582640929499541,True,1
12,0.8663958688825757,True,1
13,1.0775039453408717,False,1
9,0.757523224022697,True,1
12,0.6959420944424309,False,0
11,0.9172559237716208,True,1
8,0.7021470197539376,True,1
12,0.9628038599701396,True,1
14,0.7880743855901072,True,1
3,0.5509225275259347,False,1
10,0.7534479697945862,True,1
4,0.6252406778453073,False,0
6,0.6396284552537449,True,0
10,1.0223997395288655,True,1
7,0.7563762540387241,False,1
7,0.6946438455062719,True,1
6,0.6626022165969675,True,1
5,0.566776950975333,False,1
6,0.5185914664216268,True,0
4,0.580688114856336,True,1
6,0.4614714594272098,False,0
7,0.6362140769602157,True,0
8,0.7581650233768078,False,1
13,0.8168167016158973,True,1
9,0.7716580189597756,True,1
9,0.7053039667850408,True,1
12,0.7891356128063525,True,1
8,0.7711439325782165,True,1
14,0.919989517985382,True,1
11,0.734111351420878,False,1
3,0.460509566432681,False,1
13,0.7555224970781133,True,1
7,0.7264334131469514,True,1
5,0.7077101113304817,False,1
7,0.5696524798338188,True,1
7,0.7353567835190757,False,1
5,0.7043280630324377,False,1
6,0.7526005902103751,True,1
10,0.7007773458952635,True,1
7,0.6973797004808713,False,0
12,0.9936807873855033,True,1
7,0.6529789445849892,False,0
4,0.5016865496737427,False,0
12,0.57932290901195,True,0
11,0.9076763593725818,False,1
7,0.7621016666741928,False,1
14,0.87653150086331,True,1
5,0.6381978944854556,False,0
3,0.5444270678209882,False,1
6,0.6556639411211139,True,1
4,0.7226723095780456,False,1
3,0.5822368571551225,False,1
7,0.6598718469551369,True,0
11,0.6868122352159292,False,0
12,0.8570784950103847,True,1
12,0.9073417687809708,True,1
6,0.5754303710532609,True,1
9,0.6301017340253566,True,0
12,0.7761873561143255,False,1
6,0.6911544135281804,True,0
15,0.9228434704827864,True,1
13,1.0548735997299246,False,1
6,0.6833108523454043,True,1
5,0.5489177252191187,False,0
9,0.8135507052313513,True,1
7,0.7280286737781088,False,1
6,0.752455340767802,False,1
6,0.6634429125210473,False,0
5,0.5778367102772917,True,0
2,0.4875685867584056,False,1
3,0.5390972088344244,False,1
6,0.5618570936690099,False,0
5,0.688620327018337,True,0
11,0.7644331956581627,True,1
5,0.6921141149140546,True,0
1,0.4749928469257706,False,0
6,0.7355197955500703,False,1
11,0.6213267840305604,True,1
8,0.6873486807366747,True,1
4,0.6681049938333371,False,0
6,0.6653192064445275,True,0
2,0.4887777193596249,False,0
13,0.990764370125091,False,1
16,0.8498307311277282,False,1
7,0.6325277721663259,False,0
8,0.8247594885914127,True,1
5,0.5922081653874326,False,0
4,0.5156827904374504,False,0
4,0.5678094528383539,False,0
12,0.8679153496561585,True,1
11,1.1180640454755466,True,1
5,0.466288058178723,False,0
8,0.5317446338268537,True,1
10,0.6613925800775794,False,0
10,0.7405217177268945,True,1
3,0.5507712973495353,False,1
10,0.7968940476237606,True,1
8,0.7480923236115333,True,1
6,0.603805835867743,True,1
14,0.8212240114653236,True,1
4,0.5493014491475127,False,0
10,0.6552420032779351,True,0
11,0.8371535415991164,False,1
7,0.4736427213357568,True,1
10,0.7862577343584475,False,1
5,0.5407555496388323,False,0
6,0.6493853930709061,True,1
4,0.5360835921587647,False,1
2,0.559183715634274,False,0
9,0.5833311970054414,True,1
5,0.6783899309830927,True,0
12,0.7588023535631827,False,1
6,0.794247569276087,False,1
12,0.9047877677619672,False,1
5,0.5216563183000844,False,1
5,0.5570465359000967,False,0
3,0.4406220384558855,False,1
4,0.5971235851386523,True,1
11,0.8813574830691625,True,1
6,0.6650200083028781,True,1
11,1.0555969580888964,False,1
11,0.9051626202200312,True,1
7,0.5172593148001094,False,0
4,0.54619978713399,True,1
9,0.792074648576912,True,1
3,0.6945628362511435,False,0
5,0.6576074414981709,True,1
12,0.8833267203350362,True,1
15,0.9081866185699048,False,1
9,0.7026147207325676,False,1
5,0.4571408936474245,False,0
4,0.6257451794326789,True,1
9,0.7887286729473509,True,1
8,0.706538030121549,False,1
4,0.5727907810653091,False,0
13,0.7623414518274866,True,1
13,0.8501624307098513,True,1
12,0.8605989370900281,True,1
9,0.9390370171499708,True,1
5,0.8195961119730508,False,1
7,0.7686139304168378,True,1
4,0.6838077483668484,False,0
7,0.7917392036315566,False,1
11,0.7859720614222676,True,1
4,0.5448823057426804,False,0
4,0.5227719758224544,False,0
9,0.7075619804049299,False,1
2,0.5334722838029243,False,1
6,0.6263016241388292,False,0
8,0.638853049210449,False,0
7,0.7502744711782189,True,1
10,0.7832079599747218,True,1
11,0.830650072843314,False,1
5,0.6827750531519129,True,1
8,0.6813341497886656,False,0
11,0.7187610527807302,True,1
7,0.7441498594422792,True,1
13,1.0040987377175374,True,1
11,0.9112836170716984,True,1
9,0.8979347940188775,True,1
4,0.4689225885333502,False,1
8,0.895769490449291,False,1
10,0.6502461949275857,True,0
7,0.6162375215300211,True,1
7,0.7513336824434439,True,1
4,0.6120986756498986,False,0
11,0.8704331638143136,True,1
3,0.4837110583404835,False,0
8,0.5793459521458837,False,0
10,0.7625696483895351,True,1
7,0.6856725799150414,True,0
17,0.9580698674090368,True,1
8,0.6984600260391953,False,0
5,0.6456202483434023,False,0
6,0.649515351305589,True,1
11,0.8858144969885872,False,1
4,0.5778773694215316,True,1
5,0.5880429311293026,True,0
14,0.9769305100528902,True,1
14,0.6491510305932656,True,0
7,0.7929203347666762,False,1
10,0.7318769179970442,True,1
7,0.7610630999852757,True,1
6,0.5769131352713216,False,0
17,0.8867871145578069,True,1
13,0.8099962359501913,True,1
10,0.763562908381646,True,1
7,0.7884921050966887,True,1
3,0.454506416627248,False,1
5,0.7374452015735048,True,1
14,0.5826178400790271,False,1
11,0.764135648867994,True,1
9,0.7433404309365252,True,1
10,0.6438419745542643,False,0
9,0.7619860143964426,False,1
9,0.9147388103819124,True,1
6,0.7018656571207544,True,1
9,0.5216901002595764,True,0
4,0.6176933135921651,False,1
4,0.5589543711105542,False,1
10,0.5900200105599859,False,0
7,0.6894786752384408,False,0
9,0.4492065117457446,False,0
7,0.6638706308508093,False,0
7,0.7905049469336128,True,1
8,0.7072766136105345,True,1
6,0.6882074398412455,False,0
7,0.681149328998015,False,0
6,0.5316046000616522,True,1
16,0.9954046554532406,False,1
5,0.6332007541156135,False,0
9,0.7936108692932625,False,1
13,0.8824391822412581,False,1
10,0.9705623797852354,True,1
11,0.7168659788455205,True,1
4,0.6067324828570915,False,1
10,0.7788088834578406,True,1
14,0.8490775362075206,True,1
8,0.6649454520458679,True,0
13,0.8830172857557307,True,1
6,0.5077162349025678,False,0
6,0.742639111024347,True,1
5,0.5685648234832861,False,0
5,0.6139269707543736,False,0
3,0.4960024663235297,False,1
11,0.8398152503564996,False,1
6,0.6751199069937883,True,0
14,0.7449529142930489,False,1
8,0.697729017099933,False,0
4,0.5173389993944015,False,0
8,0.5201742574052785,False,0
8,0.7234052836271282,True,1
5,0.6185784670751207,False,1
4,0.5233419858860235,False,0
11,0.8114301549608584,True,1
12,0.7255899076389054,False,1
15,0.677616934360126,False,0
6,0.5944276040038255,True,1
15,0.750963750706716,False,1
7,0.5716000199562822,False,0
5,0.6145726335378097,True,0
8,0.8038169535634219,True,1
7,0.7088918485848293,True,1
3,0.4423304613491312,False,1
12,0.951428846838015,True,1
8,0.8003395640384551,False,1
11,0.5777263079052869,True,1
7,0.6185360674926031,False,0
12,0.6311687940094011,True,1
7,0.5566145536437566,False,1
8,0.770546879569114,True,1
6,0.6342038934069034,True,1
6,0.7687734524034967,True,1
8,0.8164689858372339,True,1
9,0.7313003300070511,False,1
14,0.9528307568334712,True,1
7,0.9318501967691744,True,1
13,0.7726056677438918,True,1
4,0.4770177000841249,False,0
7,0.7262772942173514,True,1
14,0.9191095666264372,True,1
10,0.8872847799851707,True,1
9,0.842289877628785,True,1
2,0.5086041376590181,False,1
4,0.4597980218186643,False,0
13,0.883799029225524,True,1
13,0.945373530486542,True,1
2,0.4792253701367431,False,0
9,0.8463797582112603,False,1
4,0.6181981259143895,True,1
5,0.6069697086049168,True,1
10,0.7130475527193246,True,1
3,0.4545456934779219,False,0
11,0.8594265344182893,True,1
10,0.6822285004994743,False,1
6,0.7842548441787967,False,1
5,0.5696190759663907,False,1
6,0.5999430049962854,False,1
9,0.888063030628515,True,1
7,0.7677107850763335,True,1
11,0.6108832853250403,False,0
11,0.637941551571695,False,0
7,0.7450566125881363,False,1
6,0.7014718977819995,False,1
7,0.601452740024645,True,0
6,0.7787230307040907,True,1
8,0.6630622955568563,True,0
3,0.4478463944230991,False,0
3,0.4761751223561573,False,1
8,0.716338995746495,False,1
4,0.4962445579180518,False,0
7,0.6665288916986918,False,0
7,0.5930568946549337,False,0
4,0.6068801011961372,True,0
13,0.775796889440936,True,1
4,0.6139012975564625,False,1
16,0.8925443609357763,True,1
13,0.8921009989032282,True,1
